"","Code.région","Nom.de.la.région","Code.département","Code.arrondissement","Code.canton","Code.commune","Nom.de.la.commune","Population.municipale","Population.comptée.à.part","Population.totale"
"383",42,"Alsace",67,4,17,67413,"Rosteig",590,3,593
"384",42,"Alsace",67,3,23,67414,"Rothau",1585,19,1604
"385",42,"Alsace",67,2,15,67415,"Rothbach",462,13,475
"386",42,"Alsace",67,7,34,67416,"Rott",472,7,479
"387",42,"Alsace",67,6,5,67417,"Rottelsheim",325,7,332
"388",42,"Alsace",67,2,3,67418,"Rountzenheim",1067,20,1087
"389",42,"Alsace",67,3,23,67420,"Russ",1264,31,1295
"390",42,"Alsace",67,3,19,67421,"Saales",820,12,832
"391",42,"Alsace",67,5,12,67422,"Saasenheim",603,14,617
"392",42,"Alsace",67,6,10,67423,"Saessolsheim",530,9,539
"393",42,"Alsace",67,3,19,67424,"Saint-Blaise-la-Roche",238,1,239
"394",42,"Alsace",67,4,21,67425,"Saint-Jean-Saverne",592,15,607
"395",42,"Alsace",67,5,32,67426,"Saint-Martin",354,3,357
"396",42,"Alsace",67,5,32,67427,"Saint-Maurice",387,20,407
"397",42,"Alsace",67,3,18,67428,"Saint-Nabor",471,23,494
"398",42,"Alsace",67,5,1,67429,"Saint-Pierre",567,10,577
"399",42,"Alsace",67,5,32,67430,"Saint-Pierre-Bois",751,15,766
"400",42,"Alsace",67,4,13,67431,"Salenthal",231,3,234
"401",42,"Alsace",67,7,11,67432,"Salmbach",561,16,577
"402",42,"Alsace",67,5,2,67433,"Sand",1140,19,1159
"403",42,"Alsace",67,4,20,67434,"Sarre-Union",2961,66,3027
"404",42,"Alsace",67,4,20,67435,"Sarrewerden",920,22,942
"405",42,"Alsace",67,3,19,67436,"Saulxures",523,5,528
"406",42,"Alsace",67,4,21,67437,"Saverne",11730,274,12004
"407",42,"Alsace",67,5,7,67438,"Schaeffersheim",833,16,849
"408",42,"Alsace",67,7,25,67440,"Schaffhouse-près-Seltz",575,19,594
"409",42,"Alsace",67,6,10,67439,"Schaffhouse-sur-Zorn",398,2,400
"410",42,"Alsace",67,4,4,67441,"Schalkendorf",317,4,321
"411",42,"Alsace",67,3,33,67442,"Scharrachbergheim-Irmstett",1154,52,1206
"412",42,"Alsace",67,7,11,67443,"Scheibenhard",801,18,819
"413",42,"Alsace",67,6,10,67444,"Scherlenheim",126,1,127
"414",42,"Alsace",67,5,24,67445,"Scherwiller",3136,63,3199
"415",42,"Alsace",67,4,4,67446,"Schillersdorf",440,9,449
"416",42,"Alsace",67,6,22,67447,"Schiltigheim",31691,295,31986
"417",42,"Alsace",67,3,23,67448,"Schirmeck",2372,66,2438
"418",42,"Alsace",67,2,3,67449,"Schirrhein",2205,29,2234
"419",42,"Alsace",67,2,3,67450,"Schirrhoffen",703,6,709
"420",42,"Alsace",67,7,34,67451,"Schleithal",1461,33,1494
"421",42,"Alsace",67,6,31,67452,"Schnersheim",1411,27,1438
"422",42,"Alsace",67,5,12,67453,"Schoenau",591,11,602
"423",42,"Alsace",67,4,17,67454,"Schoenbourg",440,9,449
"424",42,"Alsace",67,7,26,67455,"Schoenenbourg",674,6,680
"425",42,"Alsace",67,4,20,67456,"Schopperten",414,9,423
"426",42,"Alsace",67,2,9,67458,"Schweighouse-sur-Moder",4911,72,4983
"427",42,"Alsace",67,4,13,67459,"Schwenheim",702,13,715
"428",42,"Alsace",67,6,10,67460,"Schwindratzheim",1574,14,1588
"429",42,"Alsace",67,5,12,67461,"Schwobsheim",342,2,344
"430",42,"Alsace",67,7,34,67351,"Seebach",1699,51,1750
"431",42,"Alsace",67,5,24,67462,"Sélestat",19397,397,19794
"432",42,"Alsace",67,7,25,67463,"Seltz",3281,37,3318
"433",42,"Alsace",67,5,2,67464,"Sermersheim",838,8,846
"434",42,"Alsace",67,2,3,67465,"Sessenheim",2190,20,2210
"435",42,"Alsace",67,7,25,67466,"Siegen",512,13,525
"436",42,"Alsace",67,4,6,67467,"Siewiller",418,8,426
"437",42,"Alsace",67,4,20,67468,"Siltzheim",650,13,663
"438",42,"Alsace",67,4,13,67469,"Singrist",383,9,392
"439",42,"Alsace",67,3,23,67470,"Solbach",112,5,117
"440",42,"Alsace",67,6,43,67471,"Souffelweyersheim",7549,79,7628
"441",42,"Alsace",67,2,3,67472,"Soufflenheim",4950,52,5002
"442",42,"Alsace",67,3,14,67473,"Soultz-les-Bains",949,28,977
"443",42,"Alsace",67,7,26,67474,"Soultz-sous-Forêts",3011,46,3057
"444",42,"Alsace",67,4,17,67475,"Sparsbach",261,6,267
"445",42,"Alsace",67,2,3,67476,"Stattmatten",684,9,693
"446",42,"Alsace",67,5,32,67477,"Steige",606,9,615
"447",42,"Alsace",67,4,21,67478,"Steinbourg",1997,35,2032
"448",42,"Alsace",67,7,34,67479,"Steinseltz",645,6,651
"449",42,"Alsace",67,3,14,67480,"Still",1790,29,1819
"450",42,"Alsace",67,5,1,67481,"Stotzheim",1032,29,1061
"451",42,"Alsace",67,8,99,67482,"Strasbourg",274394,4543,278937
"452",42,"Alsace",67,4,17,67483,"Struth",255,5,260
"453",42,"Alsace",67,7,26,67484,"Stundwiller",474,7,481
"454",42,"Alsace",67,6,31,67485,"Stutzheim-Offenheim",1429,26,1455
"455",42,"Alsace",67,5,12,67486,"Sundhouse",1697,22,1719
"456",42,"Alsace",67,7,26,67487,"Surbourg",1634,27,1661
"457",42,"Alsace",67,4,6,67488,"Thal-Drulingen",180,4,184
"458",42,"Alsace",67,4,13,67489,"Thal-Marmoutier",778,13,791
"459",42,"Alsace",67,5,32,67490,"Thanvillé",604,24,628
"460",42,"Alsace",67,4,17,67491,"Tieffenbach",282,8,290
"461",42,"Alsace",67,3,33,67492,"Traenheim",686,15,701
"462",42,"Alsace",67,5,32,67493,"Triembach-au-Val",457,14,471
"463",42,"Alsace",67,7,25,67494,"Trimbach",537,12,549
"464",42,"Alsace",67,6,31,67495,"Truchtersheim",2953,48,3001
"465",42,"Alsace",67,2,15,67496,"Uberach",1184,28,1212
"466",42,"Alsace",67,2,9,67497,"Uhlwiller",702,9,711
"467",42,"Alsace",67,2,15,67498,"Uhrwiller",702,12,714
"468",42,"Alsace",67,5,32,67499,"Urbeis",311,10,321
"469",42,"Alsace",67,3,14,67500,"Urmatt",1474,24,1498
"470",42,"Alsace",67,5,7,67501,"Uttenheim",569,9,578
"471",42,"Alsace",67,2,15,67502,"Uttenhoffen",182,0,182
"472",42,"Alsace",67,4,4,67503,"Uttwiller",164,5,169
"473",42,"Alsace",67,5,16,67504,"Valff",1226,18,1244
"474",42,"Alsace",67,5,24,67505,"La Vancelle",375,19,394
"475",42,"Alsace",67,6,5,67506,"Vendenheim",5548,78,5626
"476",42,"Alsace",67,5,32,67507,"Villé",1825,34,1859
"477",42,"Alsace",67,4,20,67508,"Voellerdingen",394,10,404
"478",42,"Alsace",67,4,6,67509,"Volksberg",340,4,344
"479",42,"Alsace",67,2,9,67510,"Wahlenheim",379,4,383
"480",42,"Alsace",67,7,35,67511,"Walbourg",829,303,1132
"481",42,"Alsace",67,2,15,67512,"La Walck",1144,13,1157
"482",42,"Alsace",67,3,23,67513,"Waldersbach",148,1,149
"483",42,"Alsace",67,4,6,67514,"Waldhambach",624,13,637
"484",42,"Alsace",67,4,21,67515,"Waldolwisheim",542,14,556
"485",42,"Alsace",67,6,10,67516,"Waltenheim-sur-Zorn",669,19,688
"486",42,"Alsace",67,3,33,67517,"Wangen",715,10,725
"487",42,"Alsace",67,3,33,67122,"Wangenbourg-Engenthal",1365,19,1384
"488",42,"Alsace",67,6,5,67519,"La Wantzenau",5773,123,5896
"489",42,"Alsace",67,3,33,67520,"Wasselonne",5662,54,5716
"490",42,"Alsace",67,4,4,67521,"Weinbourg",413,7,420
"491",42,"Alsace",67,4,6,67522,"Weislingen",556,16,572
"492",42,"Alsace",67,2,9,67523,"Weitbruch",2730,47,2777
"493",42,"Alsace",67,4,17,67524,"Weiterswiller",569,13,582
"494",42,"Alsace",67,3,33,67525,"Westhoffen",1669,27,1696
"495",42,"Alsace",67,5,7,67526,"Westhouse",1441,21,1462
"496",42,"Alsace",67,4,13,67527,"Westhouse-Marmoutier",255,4,259
"497",42,"Alsace",67,4,6,67528,"Weyer",614,10,624
"498",42,"Alsace",67,6,5,67529,"Weyersheim",3353,40,3393
"499",42,"Alsace",67,6,10,67530,"Wickersheim-Wilshausen",454,10,464
"500",42,"Alsace",67,3,23,67531,"Wildersbach",311,7,318
"501",42,"Alsace",67,6,31,67532,"Willgottheim",1085,17,1102
"502",42,"Alsace",67,6,10,67534,"Wilwisheim",711,14,725
"503",42,"Alsace",67,4,17,67535,"Wimmenau",1133,23,1156
"504",42,"Alsace",67,2,15,67536,"Windstein",174,5,179
"505",42,"Alsace",67,7,34,67537,"Wingen",451,10,461
"506",42,"Alsace",67,4,17,67538,"Wingen-sur-Moder",1562,17,1579
"507",42,"Alsace",67,6,10,67539,"Wingersheim",1181,16,1197
"508",42,"Alsace",67,2,9,67540,"Wintershouse",895,12,907
"509",42,"Alsace",67,7,25,67541,"Wintzenbach",583,10,593
"510",42,"Alsace",67,6,31,67542,"Wintzenheim-Kochersberg",341,5,346
"511",42,"Alsace",67,3,23,67543,"Wisches",2145,29,2174
"512",42,"Alsace",67,7,34,67544,"Wissembourg",7757,289,8046
"513",42,"Alsace",67,5,2,67545,"Witternheim",517,9,526
"514",42,"Alsace",67,2,9,67546,"Wittersheim",597,16,613
"515",42,"Alsace",67,5,12,67547,"Wittisheim",2081,28,2109
"516",42,"Alsace",67,6,31,67548,"Wiwersheim",860,13,873
"517",42,"Alsace",67,7,35,67550,"Woerth",1769,39,1808
"518",42,"Alsace",67,6,43,67551,"Wolfisheim",3984,62,4046
"519",42,"Alsace",67,4,20,67552,"Wolfskirchen",355,13,368
"520",42,"Alsace",67,4,21,67553,"Wolschheim",311,5,316
"521",42,"Alsace",67,3,14,67554,"Wolxheim",880,18,898
"522",42,"Alsace",67,4,13,67555,"Zehnacker",254,2,256
"523",42,"Alsace",67,4,13,67556,"Zeinheim",203,2,205
"524",42,"Alsace",67,5,16,67557,"Zellwiller",729,14,743
"525",42,"Alsace",67,2,15,67558,"Zinswiller",788,8,796
"526",42,"Alsace",67,4,17,67559,"Zittersheim",237,7,244
"527",42,"Alsace",67,6,10,67560,"Zoebersdorf",169,13,182
"528",42,"Alsace",68,2,19,68001,"Algolsheim",1172,14,1186
"529",42,"Alsace",68,1,5,68002,"Altenach",375,8,383
"530",42,"Alsace",68,1,1,68004,"Altkirch",5747,179,5926
"531",42,"Alsace",68,5,12,68005,"Ammerschwihr",1773,63,1836
"532",42,"Alsace",68,1,5,68006,"Ammerzwiller",404,6,410
"533",42,"Alsace",68,2,2,68007,"Andolsheim",2240,79,2319
"534",42,"Alsace",68,2,19,68008,"Appenwihr",606,3,609
"535",42,"Alsace",68,2,2,68009,"Artzenheim",803,17,820
"536",42,"Alsace",68,1,1,68010,"Aspach",1131,33,1164
"537",42,"Alsace",68,6,3,68011,"Aspach-le-Bas",1302,40,1342
"538",42,"Alsace",68,6,25,68012,"Aspach-le-Haut",1472,44,1516
"539",42,"Alsace",68,4,11,68013,"Attenschwiller",917,19,936
"540",42,"Alsace",68,5,23,68014,"Aubure",355,12,367
"541",42,"Alsace",68,4,31,68015,"Baldersheim",2603,41,2644
"542",42,"Alsace",68,2,19,68016,"Balgau",934,14,948
"543",42,"Alsace",68,1,1,68017,"Ballersdorf",815,23,838
"544",42,"Alsace",68,1,5,68018,"Balschwiller",808,20,828
"545",42,"Alsace",68,2,2,68019,"Baltzenheim",586,8,594
"546",42,"Alsace",68,4,31,68020,"Bantzenheim",1641,33,1674
"547",42,"Alsace",68,4,13,68021,"Bartenheim",3806,58,3864
"548",42,"Alsace",68,4,31,68022,"Battenheim",1409,47,1456
"549",42,"Alsace",68,5,12,68023,"Beblenheim",984,25,1009
"550",42,"Alsace",68,1,5,68024,"Bellemagny",188,6,194
"551",42,"Alsace",68,1,7,68025,"Bendorf",223,6,229
"552",42,"Alsace",68,5,12,68026,"Bennwihr",1243,39,1282
"553",42,"Alsace",68,1,1,68027,"Berentzwiller",322,10,332
"554",42,"Alsace",68,5,20,68028,"Bergheim",1941,51,1992
"555",42,"Alsace",68,3,8,68029,"Bergholtz",1063,38,1101
"556",42,"Alsace",68,3,8,68030,"Bergholtzzell",450,8,458
"557",42,"Alsace",68,6,3,68031,"Bernwiller",658,13,671
"558",42,"Alsace",68,3,24,68032,"Berrwiller",1174,40,1214
"559",42,"Alsace",68,1,10,68033,"Bettendorf",478,15,493
"560",42,"Alsace",68,1,7,68034,"Bettlach",320,7,327
"561",42,"Alsace",68,1,7,68035,"Biederthal",278,13,291
"562",42,"Alsace",68,2,19,68036,"Biesheim",2506,38,2544
"563",42,"Alsace",68,3,6,68037,"Biltzheim",419,5,424
"564",42,"Alsace",68,2,2,68038,"Bischwihr",956,31,987
"565",42,"Alsace",68,1,10,68039,"Bisel",564,14,578
"566",42,"Alsace",68,6,25,68040,"Bitschwiller-lès-Thann",1991,49,2040
"567",42,"Alsace",68,3,6,68041,"Blodelsheim",1770,30,1800
"568",42,"Alsace",68,4,11,68042,"Blotzheim",4268,107,4375
"569",42,"Alsace",68,3,24,68043,"Bollwiller",3695,53,3748
"570",42,"Alsace",68,5,14,68044,"Le Bonhomme",812,30,842
"571",42,"Alsace",68,6,25,68045,"Bourbach-le-Bas",605,9,614
"572",42,"Alsace",68,6,15,68046,"Bourbach-le-Haut",416,10,426
"573",42,"Alsace",68,1,7,68049,"Bouxwiller",445,17,462
"574",42,"Alsace",68,1,5,68050,"Bréchaumont",423,3,426
"575",42,"Alsace",68,2,18,68051,"Breitenbach-Haut-Rhin",848,29,877
"576",42,"Alsace",68,1,5,68052,"Bretten",171,2,173
"577",42,"Alsace",68,4,13,68054,"Brinckheim",347,12,359
"578",42,"Alsace",68,4,17,68055,"Bruebach",1020,28,1048
"579",42,"Alsace",68,4,17,68056,"Brunstatt",6114,178,6292
"580",42,"Alsace",68,1,5,68057,"Buethwiller",261,4,265
"581",42,"Alsace",68,3,8,68058,"Buhl",3310,68,3378
"582",42,"Alsace",68,6,3,68059,"Burnhaupt-le-Bas",1826,48,1874
"583",42,"Alsace",68,6,3,68060,"Burnhaupt-le-Haut",1677,44,1721
"584",42,"Alsace",68,4,11,68061,"Buschwiller",1005,8,1013
"585",42,"Alsace",68,1,1,68062,"Carspach",2045,106,2151
"586",42,"Alsace",68,6,3,68063,"Cernay",11398,246,11644
"587",42,"Alsace",68,4,31,68064,"Chalampé",969,20,989
"588",42,"Alsace",68,1,5,68065,"Chavannes-sur-l'Étang",666,6,672
"589",42,"Alsace",68,2,98,68066,"Colmar",67257,1585,68842
"590",42,"Alsace",68,1,7,68067,"Courtavon",340,4,344
"591",42,"Alsace",68,1,5,68068,"Dannemarie",2311,40,2351
"592",42,"Alsace",68,2,19,68069,"Dessenheim",1277,26,1303
"593",42,"Alsace",68,4,17,68070,"Didenheim",1739,33,1772
"594",42,"Alsace",68,1,5,68071,"Diefmatten",288,2,290
"595",42,"Alsace",68,4,13,68072,"Dietwiller",1413,28,1441
"596",42,"Alsace",68,6,15,68073,"Dolleren",457,15,472
"597",42,"Alsace",68,1,7,68074,"Durlinsdorf",550,15,565
"598",42,"Alsace",68,1,7,68075,"Durmenach",899,21,920
"599",42,"Alsace",68,2,2,68076,"Durrenentzen",935,10,945
"600",42,"Alsace",68,1,1,68077,"Eglingen",363,7,370
"601",42,"Alsace",68,2,26,68078,"Eguisheim",1747,55,1802
"602",42,"Alsace",68,1,5,68079,"Elbach",256,6,262
"603",42,"Alsace",68,1,1,68080,"Emlingen",274,5,279
"604",42,"Alsace",68,3,6,68082,"Ensisheim",7336,101,7437
"605",42,"Alsace",68,2,18,68083,"Eschbach-au-Val",370,12,382
"606",42,"Alsace",68,4,9,68084,"Eschentzwiller",1499,43,1542
"607",42,"Alsace",68,1,5,68085,"Eteimbes",379,2,381
"608",42,"Alsace",68,1,5,68086,"Falkwiller",183,3,186
"609",42,"Alsace",68,1,10,68087,"Feldbach",461,13,474
"610",42,"Alsace",68,3,24,68088,"Feldkirch",934,17,951
"611",42,"Alsace",68,6,22,68089,"Fellering",1704,35,1739
"612",42,"Alsace",68,1,7,68090,"Ferrette",779,13,792
"613",42,"Alsace",68,3,6,68091,"Fessenheim",2288,37,2325
"614",42,"Alsace",68,1,7,68092,"Fislis",425,8,433
"615",42,"Alsace",68,4,17,68093,"Flaxlanden",1460,56,1516
"616",42,"Alsace",68,4,11,68094,"Folgensbourg",899,29,928
"617",42,"Alsace",68,2,2,68095,"Fortschwihr",1178,63,1241
"618",42,"Alsace",68,1,1,68096,"Franken",341,9,350
"619",42,"Alsace",68,5,14,68097,"Fréland",1377,39,1416
"620",42,"Alsace",68,1,10,68098,"Friesen",615,16,631
"621",42,"Alsace",68,1,1,68099,"Froeningen",698,20,718
"622",42,"Alsace",68,1,10,68100,"Fulleren",336,8,344
"623",42,"Alsace",68,4,17,68101,"Galfingue",792,12,804
"624",42,"Alsace",68,6,22,68102,"Geishouse",478,12,490
"625",42,"Alsace",68,4,13,68103,"Geispitzen",429,12,441
"626",42,"Alsace",68,2,19,68104,"Geiswasser",326,4,330
"627",42,"Alsace",68,1,5,68105,"Gildwiller",289,11,300
"628",42,"Alsace",68,6,22,68106,"Goldbach-Altenbach",280,9,289
"629",42,"Alsace",68,1,5,68107,"Gommersdorf",356,10,366
"630",42,"Alsace",68,1,10,68108,"Grentzingen",545,18,563
"631",42,"Alsace",68,2,18,68109,"Griesbach-au-Val",744,20,764
"632",42,"Alsace",68,2,2,68110,"Grussenheim",788,17,805
"633",42,"Alsace",68,3,21,68111,"Gueberschwihr",832,31,863
"634",42,"Alsace",68,3,8,68112,"Guebwiller",11440,326,11766
"635",42,"Alsace",68,5,20,68113,"Guémar",1352,38,1390
"636",42,"Alsace",68,1,5,68114,"Guevenatten",133,5,138
"637",42,"Alsace",68,6,25,68115,"Guewenheim",1333,23,1356
"638",42,"Alsace",68,3,21,68116,"Gundolsheim",741,19,760
"639",42,"Alsace",68,2,18,68117,"Gunsbach",941,16,957
"640",42,"Alsace",68,4,9,68118,"Habsheim",4944,69,5013
"641",42,"Alsace",68,1,5,68119,"Hagenbach",685,24,709
"642",42,"Alsace",68,4,11,68120,"Hagenthal-le-Bas",1188,26,1214
"643",42,"Alsace",68,4,11,68121,"Hagenthal-le-Haut",637,12,649
"644",42,"Alsace",68,3,24,68122,"Hartmannswiller",655,17,672
"645",42,"Alsace",68,3,21,68123,"Hattstatt",805,20,825
"646",42,"Alsace",68,1,1,68124,"Hausgauen",417,14,431
"647",42,"Alsace",68,1,5,68125,"Hecken",444,8,452
"648",42,"Alsace",68,4,11,68126,"Hégenheim",3265,86,3351
"649",42,"Alsace",68,1,1,68127,"Heidwiller",598,24,622
"650",42,"Alsace",68,1,10,68128,"Heimersdorf",650,13,663
"651",42,"Alsace",68,4,17,68129,"Heimsbrunn",1383,36,1419
"652",42,"Alsace",68,2,19,68130,"Heiteren",999,14,1013
"653",42,"Alsace",68,1,1,68131,"Heiwiller",182,2,184
"654",42,"Alsace",68,4,13,68132,"Helfrantzkirch",731,17,748
"655",42,"Alsace",68,1,10,68133,"Henflingen",205,4,209
"656",42,"Alsace",68,2,26,68134,"Herrlisheim-près-Colmar",1808,39,1847
"657",42,"Alsace",68,4,11,68135,"Hésingue",2541,52,2593
"658",42,"Alsace",68,2,19,68136,"Hettenschlag",337,2,339
"659",42,"Alsace",68,1,10,68137,"Hindlingen",643,6,649
"660",42,"Alsace",68,1,10,68138,"Hirsingue",2233,27,2260
"661",42,"Alsace",68,1,10,68139,"Hirtzbach",1393,24,1417
"662",42,"Alsace",68,3,6,68140,"Hirtzfelden",1189,23,1212
"663",42,"Alsace",68,1,1,68141,"Hochstatt",2085,41,2126
"664",42,"Alsace",68,2,18,68142,"Hohrod",303,8,311
"665",42,"Alsace",68,2,2,68143,"Holtzwihr",1358,35,1393
"666",42,"Alsace",68,4,31,68144,"Hombourg",1182,30,1212
"667",42,"Alsace",68,2,2,68145,"Horbourg-Wihr",5243,142,5385
"668",42,"Alsace",68,2,2,68146,"Houssen",1831,43,1874
"669",42,"Alsace",68,5,20,68147,"Hunawihr",589,14,603
"670",42,"Alsace",68,1,1,68148,"Hundsbach",333,2,335
"671",42,"Alsace",68,4,11,68149,"Huningue",6884,113,6997
"672",42,"Alsace",68,2,26,68150,"Husseren-les-Châteaux",490,13,503
"673",42,"Alsace",68,6,22,68151,"Husseren-Wesserling",989,29,1018
"674",42,"Alsace",68,1,1,68152,"Illfurth",2511,43,2554
"675",42,"Alsace",68,5,20,68153,"Illhaeusern",669,16,685
"676",42,"Alsace",68,4,31,68154,"Illzach",14812,306,15118
"677",42,"Alsace",68,5,12,68155,"Ingersheim",4621,83,4704
"678",42,"Alsace",68,3,24,68156,"Issenheim",3485,59,3544
"679",42,"Alsace",68,2,2,68157,"Jebsheim",1207,10,1217
"680",42,"Alsace",68,1,1,68158,"Jettingen",505,7,512
"681",42,"Alsace",68,3,24,68159,"Jungholtz",913,16,929
"682",42,"Alsace",68,4,13,68160,"Kappelen",552,8,560
"683",42,"Alsace",68,5,12,68161,"Katzenthal",538,12,550
"684",42,"Alsace",68,5,12,68162,"Kaysersberg",2705,78,2783
"685",42,"Alsace",68,4,13,68163,"Kembs",4855,92,4947
"686",42,"Alsace",68,5,12,68164,"Kientzheim",729,35,764
"687",42,"Alsace",68,1,7,68165,"Kiffis",230,4,234
"688",42,"Alsace",68,4,27,68166,"Kingersheim",12954,271,13225
"689",42,"Alsace",68,6,15,68167,"Kirchberg",816,16,832
"690",42,"Alsace",68,4,11,68168,"Knoeringue",356,11,367
"691",42,"Alsace",68,1,7,68169,"Koestlach",513,6,519
"692",42,"Alsace",68,4,13,68170,"Koetzingue",587,14,601
"693",42,"Alsace",68,6,22,68171,"Kruth",962,24,986
"694",42,"Alsace",68,2,2,68172,"Kunheim",1785,33,1818
"695",42,"Alsace",68,5,14,68173,"Labaroche",2244,62,2306
"696",42,"Alsace",68,4,13,68174,"Landser",1554,41,1595
"697",42,"Alsace",68,5,14,68175,"Lapoutroie",1924,51,1975
"698",42,"Alsace",68,1,10,68176,"Largitzen",308,3,311
"699",42,"Alsace",68,3,8,68177,"Lautenbach",1574,36,1610
"700",42,"Alsace",68,3,8,68178,"Lautenbachzell",974,22,996
"701",42,"Alsace",68,6,15,68179,"Lauw",938,32,970
"702",42,"Alsace",68,6,25,68180,"Leimbach",838,19,857
"703",42,"Alsace",68,1,7,68181,"Levoncourt",244,1,245
"704",42,"Alsace",68,4,11,68182,"Leymen",1165,37,1202
"705",42,"Alsace",68,4,11,68183,"Liebenswiller",201,5,206
"706",42,"Alsace",68,1,7,68184,"Liebsdorf",342,6,348
"707",42,"Alsace",68,5,23,68185,"Lièpvre",1710,24,1734
"708",42,"Alsace",68,1,7,68186,"Ligsdorf",321,8,329
"709",42,"Alsace",68,1,7,68187,"Linsdorf",322,13,335
"710",42,"Alsace",68,3,8,68188,"Linthal",646,11,657
"711",42,"Alsace",68,2,19,68189,"Logelheim",838,22,860
"712",42,"Alsace",68,1,7,68190,"Lucelle",39,1,40
"713",42,"Alsace",68,1,1,68191,"Luemschwiller",709,4,713
"714",42,"Alsace",68,2,18,68193,"Luttenbach-près-Munster",754,17,771
"715",42,"Alsace",68,1,7,68194,"Lutter",291,10,301
"716",42,"Alsace",68,4,27,68195,"Lutterbach",6192,138,6330
"717",42,"Alsace",68,1,5,68196,"Magny",295,2,297
"718",42,"Alsace",68,4,13,68197,"Magstatt-le-Bas",481,15,496
"719",42,"Alsace",68,4,13,68198,"Magstatt-le-Haut",276,3,279
"720",42,"Alsace",68,6,22,68199,"Malmerspach",522,7,529
"721",42,"Alsace",68,1,5,68200,"Manspach",556,4,560
"722",42,"Alsace",68,6,15,68201,"Masevaux",3334,39,3373
"723",42,"Alsace",68,1,10,68202,"Mertzen",222,1,223
"724",42,"Alsace",68,3,24,68203,"Merxheim",1287,19,1306
"725",42,"Alsace",68,2,18,68204,"Metzeral",1090,21,1111
"726",42,"Alsace",68,3,6,68205,"Meyenheim",1742,9,1751
"727",42,"Alsace",68,6,25,68206,"Michelbach",354,6,360
"728",42,"Alsace",68,4,11,68207,"Michelbach-le-Bas",708,22,730
"729",42,"Alsace",68,4,11,68208,"Michelbach-le-Haut",587,5,592
"730",42,"Alsace",68,5,12,68209,"Mittelwihr",831,19,850
"731",42,"Alsace",68,2,18,68210,"Mittlach",339,13,352
"732",42,"Alsace",68,6,22,68211,"Mitzach",420,14,434
"733",42,"Alsace",68,1,7,68212,"Moernach",583,15,598
"734",42,"Alsace",68,6,22,68213,"Mollau",392,8,400
"735",42,"Alsace",68,1,5,68214,"Montreux-Jeune",341,11,352
"736",42,"Alsace",68,1,5,68215,"Montreux-Vieux",888,13,901
"737",42,"Alsace",68,6,22,68217,"Moosch",1721,28,1749
"738",42,"Alsace",68,1,7,68216,"Mooslargue",437,15,452
"739",42,"Alsace",68,4,17,68218,"Morschwiller-le-Bas",3527,91,3618
"740",42,"Alsace",68,6,15,68219,"Mortzwiller",332,12,344
"741",42,"Alsace",68,1,7,68221,"Muespach",839,19,858
"742",42,"Alsace",68,1,7,68222,"Muespach-le-Haut",1023,23,1046
"743",42,"Alsace",68,2,18,68223,"Muhlbach-sur-Munster",739,14,753
"744",42,"Alsace",68,4,99,68224,"Mulhouse",110755,1768,112523
"745",42,"Alsace",68,3,6,68225,"Munchhouse",1617,32,1649
"746",42,"Alsace",68,2,18,68226,"Munster",4791,111,4902
"747",42,"Alsace",68,2,2,68227,"Muntzenheim",1118,39,1157
"748",42,"Alsace",68,3,6,68228,"Munwiller",468,13,481
"749",42,"Alsace",68,3,8,68229,"Murbach",140,3,143
"750",42,"Alsace",68,2,19,68230,"Nambsheim",601,6,607
"751",42,"Alsace",68,2,19,68231,"Neuf-Brisach",1997,21,2018
"752",42,"Alsace",68,4,11,68232,"Neuwiller",535,15,550
"753",42,"Alsace",68,6,15,68233,"Niederbruck",464,15,479
"754",42,"Alsace",68,3,6,68234,"Niederentzen",544,7,551
"755",42,"Alsace",68,3,6,68235,"Niederhergheim",1021,17,1038
"756",42,"Alsace",68,5,12,68237,"Niedermorschwihr",541,22,563
"757",42,"Alsace",68,4,31,68238,"Niffer",960,19,979
"758",42,"Alsace",68,6,15,68239,"Oberbruck",428,10,438
"759",42,"Alsace",68,1,10,68240,"Oberdorf",595,11,606
"760",42,"Alsace",68,3,6,68241,"Oberentzen",579,13,592
"761",42,"Alsace",68,3,6,68242,"Oberhergheim",1200,17,1217
"762",42,"Alsace",68,1,7,68243,"Oberlarg",152,9,161
"763",42,"Alsace",68,2,26,68244,"Obermorschwihr",364,32,396
"764",42,"Alsace",68,1,1,68245,"Obermorschwiller",400,13,413
"765",42,"Alsace",68,2,19,68246,"Obersaasheim",1014,25,1039
"766",42,"Alsace",68,6,22,68247,"Oderen",1299,16,1315
"767",42,"Alsace",68,1,7,68248,"Oltingue",733,17,750
"768",42,"Alsace",68,5,14,68249,"Orbey",3647,76,3723
"769",42,"Alsace",68,3,8,68250,"Orschwihr",1052,22,1074
"770",42,"Alsace",68,3,21,68251,"Osenbach",885,27,912
"771",42,"Alsace",68,5,20,68252,"Ostheim",1568,26,1594
"772",42,"Alsace",68,4,31,68253,"Ottmarsheim",1829,29,1858
"773",42,"Alsace",68,4,31,68254,"Petit-Landau",775,12,787
"774",42,"Alsace",68,3,21,68255,"Pfaffenheim",1319,30,1349
"775",42,"Alsace",68,4,27,68256,"Pfastatt",9269,164,9433
"776",42,"Alsace",68,1,10,68257,"Pfetterhouse",1029,15,1044
