Populations légales des communes en vigueur au 1er janvier 2015,,,,,,,,,
Mise à jour : décembre 2014,,,,,,,,,
en habitant,,,,,,,,,
"Champ : Département du Bas-Rhin, limites territoriales en vigueur au 1er janvier 2014",,,,,,,,,
Date de référence statistique : 1er janvier 2012,,,,,,,,,
Source :,"Insee, Recensement de la population 2012",,,,,,,,
,,,,,,,,,
Code région,Nom de la région,Code département,Code arrondissement,Code canton,Code commune,Nom de la commune,Population municipale,Population comptée à part,Population totale
42,Alsace,67,4,6,467,Siewiller,418,8,426
42,Alsace,67,4,20,468,Siltzheim,650,13,663
42,Alsace,67,4,13,469,Singrist,383,9,392
42,Alsace,67,3,23,470,Solbach,112,5,117
42,Alsace,67,6,43,471,Souffelweyersheim,7549,79,7628
42,Alsace,67,2,3,472,Soufflenheim,4950,52,5002
42,Alsace,67,3,14,473,Soultz-les-Bains,949,28,977
42,Alsace,67,7,26,474,Soultz-sous-Forêts,3011,46,3057
42,Alsace,67,4,17,475,Sparsbach,261,6,267
42,Alsace,67,2,3,476,Stattmatten,684,9,693
42,Alsace,67,5,32,477,Steige,606,9,615
42,Alsace,67,4,21,478,Steinbourg,1997,35,2032
42,Alsace,67,7,34,479,Steinseltz,645,6,651
42,Alsace,67,3,14,480,Still,1790,29,1819
42,Alsace,67,5,1,481,Stotzheim,1032,29,1061
42,Alsace,67,8,99,482,Strasbourg,274394,4543,278937
42,Alsace,67,4,17,483,Struth,255,5,260
42,Alsace,67,7,26,484,Stundwiller,474,7,481
42,Alsace,67,6,31,485,Stutzheim-Offenheim,1429,26,1455
42,Alsace,67,5,12,486,Sundhouse,1697,22,1719
42,Alsace,67,7,26,487,Surbourg,1634,27,1661
42,Alsace,67,4,6,488,Thal-Drulingen,180,4,184
42,Alsace,67,4,13,489,Thal-Marmoutier,778,13,791
42,Alsace,67,5,32,490,Thanvillé,604,24,628
42,Alsace,67,4,17,491,Tieffenbach,282,8,290
42,Alsace,67,3,33,492,Traenheim,686,15,701
42,Alsace,67,5,32,493,Triembach-au-Val,457,14,471
42,Alsace,67,7,25,494,Trimbach,537,12,549
42,Alsace,67,6,31,495,Truchtersheim,2953,48,3001
42,Alsace,67,2,15,496,Uberach,1184,28,1212
42,Alsace,67,2,9,497,Uhlwiller,702,9,711
42,Alsace,67,2,15,498,Uhrwiller,702,12,714
42,Alsace,67,5,32,499,Urbeis,311,10,321
42,Alsace,67,3,14,500,Urmatt,1474,24,1498
42,Alsace,67,5,7,501,Uttenheim,569,9,578
42,Alsace,67,2,15,502,Uttenhoffen,182,0,182
42,Alsace,67,4,4,503,Uttwiller,164,5,169
42,Alsace,67,5,16,504,Valff,1226,18,1244
42,Alsace,67,5,24,505,La Vancelle,375,19,394
42,Alsace,67,6,5,506,Vendenheim,5548,78,5626
42,Alsace,67,5,32,507,Villé,1825,34,1859
42,Alsace,67,4,20,508,Voellerdingen,394,10,404
42,Alsace,67,4,6,509,Volksberg,340,4,344
42,Alsace,67,2,9,510,Wahlenheim,379,4,383
42,Alsace,67,7,35,511,Walbourg,829,303,1132
42,Alsace,67,2,15,512,La Walck,1144,13,1157
42,Alsace,67,3,23,513,Waldersbach,148,1,149
42,Alsace,67,4,6,514,Waldhambach,624,13,637
42,Alsace,67,4,21,515,Waldolwisheim,542,14,556
42,Alsace,67,6,10,516,Waltenheim-sur-Zorn,669,19,688
42,Alsace,67,3,33,517,Wangen,715,10,725
42,Alsace,67,3,33,122,Wangenbourg-Engenthal,1365,19,1384
42,Alsace,67,6,5,519,La Wantzenau,5773,123,5896
42,Alsace,67,3,33,520,Wasselonne,5662,54,5716
42,Alsace,67,4,4,521,Weinbourg,413,7,420
42,Alsace,67,4,6,522,Weislingen,556,16,572
42,Alsace,67,2,9,523,Weitbruch,2730,47,2777
42,Alsace,67,4,17,524,Weiterswiller,569,13,582
42,Alsace,67,3,33,525,Westhoffen,1669,27,1696
42,Alsace,67,5,7,526,Westhouse,1441,21,1462
42,Alsace,67,4,13,527,Westhouse-Marmoutier,255,4,259
42,Alsace,67,4,6,528,Weyer,614,10,624
42,Alsace,67,6,5,529,Weyersheim,3353,40,3393
42,Alsace,67,6,10,530,Wickersheim-Wilshausen,454,10,464
42,Alsace,67,3,23,531,Wildersbach,311,7,318
42,Alsace,67,6,31,532,Willgottheim,1085,17,1102
42,Alsace,67,6,10,534,Wilwisheim,711,14,725
42,Alsace,67,4,17,535,Wimmenau,1133,23,1156
42,Alsace,67,2,15,536,Windstein,174,5,179
42,Alsace,67,7,34,537,Wingen,451,10,461
42,Alsace,67,4,17,538,Wingen-sur-Moder,1562,17,1579
42,Alsace,67,6,10,539,Wingersheim,1181,16,1197
42,Alsace,67,2,9,540,Wintershouse,895,12,907
42,Alsace,67,7,25,541,Wintzenbach,583,10,593
42,Alsace,67,6,31,542,Wintzenheim-Kochersberg,341,5,346
42,Alsace,67,3,23,543,Wisches,2145,29,2174
42,Alsace,67,7,34,544,Wissembourg,7757,289,8046
42,Alsace,67,5,2,545,Witternheim,517,9,526
42,Alsace,67,2,9,546,Wittersheim,597,16,613
42,Alsace,67,5,12,547,Wittisheim,2081,28,2109
42,Alsace,67,6,31,548,Wiwersheim,860,13,873
42,Alsace,67,7,35,550,Woerth,1769,39,1808
42,Alsace,67,6,43,551,Wolfisheim,3984,62,4046
42,Alsace,67,4,20,552,Wolfskirchen,355,13,368
42,Alsace,67,4,21,553,Wolschheim,311,5,316
42,Alsace,67,3,14,554,Wolxheim,880,18,898
42,Alsace,67,4,13,555,Zehnacker,254,2,256
42,Alsace,67,4,13,556,Zeinheim,203,2,205
42,Alsace,67,5,16,557,Zellwiller,729,14,743
42,Alsace,67,2,15,558,Zinswiller,788,8,796
42,Alsace,67,4,17,559,Zittersheim,237,7,244
42,Alsace,67,6,10,560,Zoebersdorf,169,13,182
